source,target,value
12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,BTC Exchange,1.1023045999999999
BTC Exchange,3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,50.4552694
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,BTC Exchange,0.23010789999999998
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,1109.3993
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,843.6520999999999
BTC Exchange,16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,84.6076
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,1121.4433
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,1708.2866
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,BTC Exchange,2000.0
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,2226.0007
BTC Exchange,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,8.8121329
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,253.655219
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,503.3496022
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,2154.667818
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,1622.508951
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,650.0
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,867.55492617
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,2114.13694144
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,926.7153231000001
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,1256.216402
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,BTC Exchange,750.0
BTC Exchange,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,951.9679470000001
1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeC,BTC Exchange,0.01579768
BTC Exchange,1LRAJB1Jb2U36ErCUgZrowGKWvZVqqttUw,883.8845676400002
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,309.917596
3Fr1mGhnPAQ9YDf1dzg4B47PkX5TuvFtYv,BTC Exchange,1.0
3Fr1mGhnPAQ9YDf1dzg4B47PkX5TuvFtYv,BTC Exchange,700.4722
1PnZrjuLngJ4Fszu5DY5ATHyAeNgT2FRvY,BTC Exchange,1500.0
BTC Exchange,16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,781.499441
BTC Exchange,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,15.500028690000004
1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,BTC Exchange,800.0
BTC Exchange,16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,1782.883194
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,30.9997506
BTC Exchange,16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,1270.0752
BTC Exchange,16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,2472.08243
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,29.3409362
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,23.02652811
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,34.650481909999996
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,50.545863579999995
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,25.97494312
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,27.70712244000001
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,28.501569579999998
BTC Exchange,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,45492.953
BTC Exchange,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,50.89456655000001
BTC Exchange,16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,1545.1739
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,BTC Exchange,750.0
3L9hddHJMnpE1qzofQ2TSvMiiMf5ejX1Yw,BTC Exchange,30.0
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,554.999588
1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,BTC Exchange,4.19649347
1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGW,BTC Exchange,0.039446640000000005
BTC Exchange,13U65BuSk5ijEu3k8EEiDrGyCmyCoRxYfy,3038.499355
BTC Exchange,15eAzNW4UKSSjyCSTgMN5RywagUqk3wfAL,3069.35525
BTC Exchange,16rF2zwSJ9goQ9fZfYoti5LsUqqegb5RnA,3195.62517
BTC Exchange,1AumBaQDRaCC3cKKQVRHeyvoSPWNdDzsKP,3003.1439593
BTC Exchange,1DnHx95d2t5URq2SYvVk6kxGryvTEbTnTs,3219.73207
BTC Exchange,1EmpiXwB8TsDZsFhgmbatzFPqPoGz9mLhG,3045.408802
BTC Exchange,1HW8JWv88cBFcExStGwsf2KwMcVJBG8ioX,3010.127939
BTC Exchange,1LuXAjLWwxmv4BNd1RaZmsV7ABBFbV9qQf,3037.8355341
1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,BTC Exchange,0.6198321999999999
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,9.01801143
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,6.02422995
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,330.14829984
BTC Exchange,1HJDQbLauXEkzsTujzw5PaAqbcDCBeLiq1,0.7380000000000001
BTC Exchange,1J3B2ucUpWjWPPpejUCoLN93Gwz3q65CTd,0.7380000000000001
BTC Exchange,1MPsPzkBK3w8J6CJyAFUkoiSaxTqWRabsk,0.7380000000000001
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,236.632547
BTC Exchange,1FTvwrv3zDfF6JnWEukYN1BKQkd3W56ew1,923.5733305099996
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,99.9999485
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,BTC Exchange,750.0
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,906.5656
1FqM3gyBgLxBrvg6Kx1R33Qs8jsLRGprgf,BTC Exchange,0.1995
1gtmmzwhqUzhb8XoShHwgyrzbJwdZ47ok,BTC Exchange,100.0
BTC Exchange,13rCGm4Z3PDeYwo5a7GTT4jFYnRFBZbKr1,3020.272915
BTC Exchange,14kHu26yWkVD8qAnBfcFXHXxgquNoSpKum,3248.38855
BTC Exchange,18QUDxjDZAqAJorr4jkSEWHUDGLBF9uRCc,3194.16078
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,BTC Exchange,1500.0
1gtmmzwhqUzhb8XoShHwgyrzbJwdZ47ok,BTC Exchange,70.0
BTC Exchange,1EDRfeNkjkH2SAhSbEKzhKuabnEbVWbKEp,4012.1732517
BTC Exchange,1Hyh53PULY6Jyq5LPAJ4CHjgzEbVaqy7KU,1964.9986213
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,543.827194
BTC Exchange,31i92LvmPTvBqi1F6wu81Ex1bUMMs143d6,0.10119344000000001
16rHb8gSWsywJLX37wq7SRJqe63uUj2dFv,BTC Exchange,500.0
BTC Exchange,1Hyh53PULY6Jyq5LPAJ4CHjgzEbVaqy7KU,1704.999381
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,1Hyh53PULY6Jyq5LPAJ4CHjgzEbVaqy7KU,1254.9995683
1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,BTC Exchange,676.4442300000001
BTC Exchange,1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,33.570547499999996
BTC Exchange,1Hyh53PULY6Jyq5LPAJ4CHjgzEbVaqy7KU,745.8254636
1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,BTC Exchange,510.01967
1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,BTC Exchange,411.36773996
BTC Exchange,1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,278.202037
1gtmmzwhqUzhb8XoShHwgyrzbJwdZ47ok,BTC Exchange,50.0
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1500.0
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,BTC Exchange,300.0
1gtmmzwhqUzhb8XoShHwgyrzbJwdZ47ok,BTC Exchange,100.0
BTC Exchange,1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,4500.0
BTC Exchange,31i92LvmPTvBqi1F6wu81Ex1bUMMs143d6,5098.320740300001
13n67sFKgqLDKp8gx8Xvm6scdfY4ZeaU8p,BTC Exchange,600.0
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,2000.0
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,48671.0
BTC Exchange,12qTdZHx6f77aQ74CPCZGSY47VaRwYjVD8,1.18879442
BTC Exchange,15N6mfdU3wn9TubMzFrvJyKN2vXiUmQGjb,1.010056
BTC Exchange,1LXzGrDQqKqVBqxfGDUyhC6rTRBN5s8Sbj,1.010056
BTC Exchange,1NVuvqYpZPnWSd5Fvx15dq6u39ongzxLL2,1.010056
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,67.15043641000001
1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,BTC Exchange,301.4687755
BTC Exchange,1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,2.0700176
1Cb1G5qFK91fShyaPPZWVFwYFBtqRG7h8D,BTC Exchange,330.71104
BTC Exchange,14YN9Zsx4H8DXUoK2XfRvjuanfjK1RrkHz,1422.9991192999998
BTC Exchange,14YN9Zsx4H8DXUoK2XfRvjuanfjK1RrkHz,300.22064242
BTC Exchange,14YN9Zsx4H8DXUoK2XfRvjuanfjK1RrkHz,429.999899
BTC Exchange,1C1bbDApniTd7DtUodpr3ayXxVtcHvwWgx,1048.999584
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,35.6025246
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,122.29035016999995
BTC Exchange,1C1bbDApniTd7DtUodpr3ayXxVtcHvwWgx,1043.999587
BTC Exchange,1C1bbDApniTd7DtUodpr3ayXxVtcHvwWgx,362.9999413
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,700.508645
BTC Exchange,3FdFFJRqvBWKEjFqkZhxuGbN9HNUVAfLqF,352.99988449999995
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,107.564027
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,40.31249578
1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,BTC Exchange,7.0456023000000005
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,176.99997
1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,BTC Exchange,61.738890000000005
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,40.473093
1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,BTC Exchange,452.77727
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,42.876324
BTC Exchange,1P7Adczd3ikxfCzTGtZBAYNLS1pxoTnZPW,221.58798
1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,BTC Exchange,300.0
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,7.475865400000001
BTC Exchange,14zukxqLuLXg5kqZYRB1Q3Audec3NtxJPW,300.0
BTC Exchange,1LyTftu54VMYCv5pq3S4pMzPRMnsYKTESw,124.99994
BTC Exchange,14zukxqLuLXg5kqZYRB1Q3Audec3NtxJPW,378.886802
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,14zukxqLuLXg5kqZYRB1Q3Audec3NtxJPW,1542.42096
BTC Exchange,1FY6RL8Ju9b6CGsHTK68yYEcnzUasufyCe,3152.47775
BTC Exchange,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,47000.0
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1000.0
BTC Exchange,1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeC,0.43060098
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,1832.0
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,BTC Exchange,6000.0
1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q,BTC Exchange,308.84083999999996
385cR5DM96n1HvBDMzLHPYcw89fZAXULJP,BTC Exchange,500.0
1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q,BTC Exchange,69.40275600000001
1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q,BTC Exchange,500.707726
BTC Exchange,1CE8chGD6Nu8qjcDF2uR1wMKyoWb8Kyxwz,3002.7887676
BTC Exchange,1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q,197.99991
BTC Exchange,1MbNM3jwxMjRzeA9xyHbMyePN68MY4Jxb,3414.251965
1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q,BTC Exchange,251.10482199999998
BTC Exchange,1JeTiSWo8pYWcNaTH4c3CfheAwVDYRoy1Q,277.09276
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,1078.07718
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,1041.331947
BTC Exchange,1MDq7zyLw6oKichbFiDDZ3aaK59byc6CT8,1529.499119
14ACC7ftHQS6guKJi3FCTEyCw94dHnRZjJ,BTC Exchange,400.0
bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,BTC Exchange,15000.0
13TM7PLtf1Ujo9t9pk9RSyrv1ts119PNK5,BTC Exchange,229.907894
14ACC7ftHQS6guKJi3FCTEyCw94dHnRZjJ,BTC Exchange,3950.0024160000003
385VzfGx8gi89AccnhMynEx7cWWVLREXW6,BTC Exchange,40.0
BTC Exchange,13TM7PLtf1Ujo9t9pk9RSyrv1ts119PNK5,427.17141799999996
BTC Exchange,14ACC7ftHQS6guKJi3FCTEyCw94dHnRZjJ,2762.0657049999995
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,650.0
13TM7PLtf1Ujo9t9pk9RSyrv1ts119PNK5,BTC Exchange,2459.199321
1BcAtWddaU1jHWgQvM7dpM5SefoVgUHEuC,BTC Exchange,2515.2893160000003
BTC Exchange,13TM7PLtf1Ujo9t9pk9RSyrv1ts119PNK5,1449.5170919999996
BTC Exchange,1BcAtWddaU1jHWgQvM7dpM5SefoVgUHEuC,2052.7705242
BTC Exchange,1EUgoa25tkqMUYh7PXzDfqqNP5PtHKZmct,5189.88157032
17wADqWPK8wZfpRmPkauviq2VDBmhm82rM,BTC Exchange,2410.92132
BTC Exchange,17wADqWPK8wZfpRmPkauviq2VDBmhm82rM,559.2697984
BTC Exchange,1EUgoa25tkqMUYh7PXzDfqqNP5PtHKZmct,574.67642
17wADqWPK8wZfpRmPkauviq2VDBmhm82rM,BTC Exchange,1098.776962
BTC Exchange,17wADqWPK8wZfpRmPkauviq2VDBmhm82rM,99.87977649999999
1CsAkAsjTTRAuRw39fRQj7pxKn3fjEuYsT,BTC Exchange,1154.17450656
BTC Exchange,1CsAkAsjTTRAuRw39fRQj7pxKn3fjEuYsT,2169.92952048
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,200.0
BTC Exchange,1CsAkAsjTTRAuRw39fRQj7pxKn3fjEuYsT,53.9861612
1BnwG7S6J3Rj7Pg68VdjAJEqoEr3GYzM6W,BTC Exchange,4.571028299999999
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,3.20994499
BTC Exchange,17sybmVbrihr7GwjZ7bBaKsECnaq9GqPvk,1.5874798899999998
BTC Exchange,1E48nLcPqreDQeVacGp3DCtntzAUEQDGfm,518.02655401
BTC Exchange,1GJuHSLW59oqBAbDEXpBRSnHdwS8yaksQZ,0.08991768
BTC Exchange,1K8BSkYDosEdzWhV27fLjcqkuYTeazuvsv,3.20994499
BTC Exchange,1Lixqm3v6TSuZska8xNMcBSFbfizUnuHNL,3.20994499
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,3.20994499
31k2z8HocUWMCMXBkXREPiXNgK2fB3iLwo,BTC Exchange,0.11121400000000001
BTC Exchange,17sybmVbrihr7GwjZ7bBaKsECnaq9GqPvk,499.99183106000004
BTC Exchange,1BnwG7S6J3Rj7Pg68VdjAJEqoEr3GYzM6W,503.4808512
1aXzEKiDJKzkPxTZy9zGc3y1nCDwDPub2,BTC Exchange,3.092
bc1qltscvfhgvrq72qvhu08t3yytc4wmelzwzdgr0g,BTC Exchange,1.3995
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,499.98
BTC Exchange,1GJuHSLW59oqBAbDEXpBRSnHdwS8yaksQZ,499.983
BTC Exchange,1K8BSkYDosEdzWhV27fLjcqkuYTeazuvsv,500.096721
BTC Exchange,1Lixqm3v6TSuZska8xNMcBSFbfizUnuHNL,501.38710956999995
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,512.9829073000001
BTC Exchange,1E48nLcPqreDQeVacGp3DCtntzAUEQDGfm,1500.0
BTC Exchange,1DTBF2ooVxKTni2McYwXujbNv6wRvjP9ms,530.01
BTC Exchange,1E48nLcPqreDQeVacGp3DCtntzAUEQDGfm,3000.69930828
12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,BTC Exchange,0.02956992
BTC Exchange,17sybmVbrihr7GwjZ7bBaKsECnaq9GqPvk,500.0
BTC Exchange,1BnwG7S6J3Rj7Pg68VdjAJEqoEr3GYzM6W,1000.0
BTC Exchange,17sybmVbrihr7GwjZ7bBaKsECnaq9GqPvk,4000.0
BTC Exchange,1BnwG7S6J3Rj7Pg68VdjAJEqoEr3GYzM6W,3500.9989892700005
BTC Exchange,1GJuHSLW59oqBAbDEXpBRSnHdwS8yaksQZ,3500.05
BTC Exchange,18agaV9WL6JUq83657mQNCXMddztPWRLa8,1700.01
BTC Exchange,1ERUJAp2izGN47noZTPYF3GMRHfo2icmr1,1350.01
BTC Exchange,3HCdgNiAsjidcGx4eeMK9AXvXBfrnteunW,3.1564522200000003
BTC Exchange,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,3129.5618272000006
BTC Exchange,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,1520.4990701499999
BTC Exchange,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,356.999867
BTC Exchange,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,656.9994547
BTC Exchange,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,205.50440833000002
BTC Exchange,1LjUYdf8mQk9DsrVvuPYeHyJKQq5V1MLsT,643.9982180300001
BTC Exchange,1GJuHSLW59oqBAbDEXpBRSnHdwS8yaksQZ,1000.1830365999999
15TbabdR3FKJMpRxDeEetezWKGJwdGXbTY,BTC Exchange,305.4028645
BTC Exchange,15TbabdR3FKJMpRxDeEetezWKGJwdGXbTY,1489.0589905299998
BTC Exchange,1Lixqm3v6TSuZska8xNMcBSFbfizUnuHNL,500.19530824
15TbabdR3FKJMpRxDeEetezWKGJwdGXbTY,BTC Exchange,250.84036
BTC Exchange,15TbabdR3FKJMpRxDeEetezWKGJwdGXbTY,604.3454946400001
BTC Exchange,1GBzbXJmcMjnDyTW2yKJFfeXUGicG1zpC4,6563.67083986
BTC Exchange,1GBzbXJmcMjnDyTW2yKJFfeXUGicG1zpC4,1718.52401846
BTC Exchange,1Lixqm3v6TSuZska8xNMcBSFbfizUnuHNL,3006.1869392099998
BTC Exchange,1Lixqm3v6TSuZska8xNMcBSFbfizUnuHNL,1001.1504576
19yLTkx4jggSnjdiGkkhNwTjZUyY5T8kEA,BTC Exchange,194.5808
BTC Exchange,19yLTkx4jggSnjdiGkkhNwTjZUyY5T8kEA,939.9732792000001
BTC Exchange,1K8BSkYDosEdzWhV27fLjcqkuYTeazuvsv,1529.971816
3FiMKffg2kY2Pi2Kebn2HZqN7m6kEcNUMk,BTC Exchange,130.26
BTC Exchange,19yLTkx4jggSnjdiGkkhNwTjZUyY5T8kEA,1155.77642243
BTC Exchange,1K8BSkYDosEdzWhV27fLjcqkuYTeazuvsv,1000.06242818
19yLTkx4jggSnjdiGkkhNwTjZUyY5T8kEA,BTC Exchange,2.6638962999999998
BTC Exchange,19yLTkx4jggSnjdiGkkhNwTjZUyY5T8kEA,869.6342365700001
BTC Exchange,1K8BSkYDosEdzWhV27fLjcqkuYTeazuvsv,1004.6509082900001
1NJdqNoC7uPh7MqQhyEynRn9htstEELZDn,BTC Exchange,902.6921159999999
BTC Exchange,1K8BSkYDosEdzWhV27fLjcqkuYTeazuvsv,1000.1236953499999
BTC Exchange,1NJdqNoC7uPh7MqQhyEynRn9htstEELZDn,971.4381783000001
1NJdqNoC7uPh7MqQhyEynRn9htstEELZDn,BTC Exchange,815.545267
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,1000.08034256
BTC Exchange,1NJdqNoC7uPh7MqQhyEynRn9htstEELZDn,107.57384375000001
18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3,BTC Exchange,1685.5368799999999
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,500.00985323
BTC Exchange,18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3,1434.41860049
18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3,BTC Exchange,114.49663999999999
BTC Exchange,18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3,861.697041
BTC Exchange,12T7nyMrAnd13UAMYCCJZ8Fw7PpMGPRFsi,2814.4711734999996
BTC Exchange,18f6y4uWnLd7VPzfR2c1dMboihghXYHRH3,227.96774935999997
BTC Exchange,12T7nyMrAnd13UAMYCCJZ8Fw7PpMGPRFsi,1785.5968805999998
BTC Exchange,12T7nyMrAnd13UAMYCCJZ8Fw7PpMGPRFsi,1461.7257955999999
BTC Exchange,3CgKHXR17eh2xCj2RGnHJHTDjPpqaNDgyT,243.7705107
BTC Exchange,12T7nyMrAnd13UAMYCCJZ8Fw7PpMGPRFsi,1613.5791292
176qitpjwyEkPcnrjbTixXfRJNX6GZqCZ8,BTC Exchange,2403.2611266
BTC Exchange,176qitpjwyEkPcnrjbTixXfRJNX6GZqCZ8,76.56889351999997
BTC Exchange,1fw4PbvZXdzbKo5WD3hdSvqKDze3g4HHe,22.222151569999998
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,2000.1402121000003
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,500.035
BTC Exchange,3N1xWnCNpWJchpC4YckeimkXRyYA7M2iks,1.0
BTC Exchange,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,43.083331859999966
37XuVSEpWW4trkfmvWzegTHQt7BdktSKUs,BTC Exchange,0.08265466
BTC Exchange,3Gx9ME2BMXE1UpANpxffheXJQ5p8oU5ntM,3101.0
BTC Exchange,3JPauiFhP4K3AevmgNMFfMSN7pLZbuADJQ,14898.9983276
BTC Exchange,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,1231.0034012
37XuVSEpWW4trkfmvWzegTHQt7BdktSKUs,BTC Exchange,0.00383544
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,750.34821463
BTC Exchange,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,898.00724129
BTC Exchange,14q2eU3FHbxvi9jLcRwVhrBUBDK4C1nFZ4,1550.0
BTC Exchange,17nLZX3RrPZJrGaG2YrngPR6TBXKsxeczT,502.61993692999994
BTC Exchange,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,369.999425
BTC Exchange,1M1WMEzrtYn5SFa7DkixAkaA4AyJ3kYrLY,750.0
BTC Exchange,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,13.9009451
1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,BTC Exchange,0.45197487
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,0.1
BTC Exchange,1FishZMR2YSmussTBMCPirja83C3d3CCTX,23.997175
BTC Exchange,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,837.06396496
BTC Exchange,3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,0.21202541000000003
1AfHER73jneZAEAHNiz5dBKnrzeWcMJM5i,BTC Exchange,15.9616995
3ArokeDnjU1vk4dVwUQwG8G72xdToCRcsR,BTC Exchange,499.9
BTC Exchange,1AfHER73jneZAEAHNiz5dBKnrzeWcMJM5i,313.7697246
BTC Exchange,1GaSQcWg3R98qf5sTWetwjjMh6ehxj25Gp,665.99926
BTC Exchange,3N1xWnCNpWJchpC4YckeimkXRyYA7M2iks,1057.08454
